Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
534	     6.32	     0.72	     4.55	     0.00	133174.19	    99.60	     0.00	     0.00	Fill	GPU-0	(int32 3x1)(1x1)->(128x19x128)
535	     5.09	     0.89	     4.53	     0.00	133178.72	    99.60	     0.00	     0.00	Shape	GPU-0	(29x128x128)->(int32 3x1)
536	     2.25	     2.00	     4.51	     0.00	133183.23	    99.60	     0.00	     0.00	Const	CPU-0	(no input)->(int32 1x1)
537	     2.25	     2.00	     4.49	     0.00	133187.72	    99.61	     4.00	     0.00	L2Loss	GPU-0	(1x1)->(1x1)
538	    24.89	     0.18	     4.48	     0.00	133192.20	    99.61	     0.00	     0.00	Mul	GPU-0	(128x50x128)(128x50x1)->(128x50x128)
539	    12.57	     0.35	     4.40	     0.00	133196.60	    99.61	     0.00	     0.00	GatherV2	GPU-0	(17191x128)(int32 19x128)(int32 1x1)->(19x128x128)
540	     2.19	     2.00	     4.37	     0.00	133200.97	    99.62	     0.00	     0.00	Switch	GPU-0	(boolean 1x1)(boolean 1x1)->(boolean 1x1)
541	     4.32	     1.00	     4.32	     0.00	133205.29	    99.62	     0.00	     0.00	ApplyGradientDescent	GPU-0	(256x128)(1x1)(int32 1x1)(256x128)->(256x128)
542	     9.77	     0.44	     4.30	     0.00	133209.59	    99.62	     0.00	     0.00	MEMCPYDtoD	GPU-0	(Transfer)->(65536 bytes)
543	     1.07	     4.00	     4.27	     0.00	133213.86	    99.63	     0.00	     0.00	_Retval	CPU-0	(int32 1x1)->(no output info)
544	     1.05	     4.00	     4.22	     0.00	133218.08	    99.63	     0.00	     0.00	Identity	GPU-0	(512x1)->(512x1)
545	    59.71	     0.07	     4.18	     0.00	133222.26	    99.63	     0.00	     0.00	Reshape	GPU-0	(128x49)(int32 3x1)->(128x1x49)
546	    45.67	     0.09	     4.11	     0.00	133226.37	    99.64	     0.00	     0.00	Mul	GPU-0	(6528x128)(1x1)->(6528x128)
547	     4.07	     1.00	     4.07	     0.00	133230.44	    99.64	     1.00	     0.00	AssignAdd	CPU-0	(int32 1x1)(int32 1x1)->(int32 1x1)
548	    44.89	     0.09	     4.04	     0.00	133234.48	    99.64	     0.00	     0.00	Mul	GPU-0	(6400x128)(1x1)(int32 1x1)->(6400x128)
549	    36.64	     0.11	     4.03	     0.00	133238.51	    99.65	     0.00	     0.00	Shape	GPU-0	(128x1x9)->(int32 3x1)
550	     8.66	     0.44	     3.81	     0.00	133242.32	    99.65	     0.00	     0.00	Sum	GPU-0	(int32 128x29)(int32 128x29)(int32 128x29)(int32 128x1)(int32 128x1)(int32 1x1)->(int32 1x1)
551	     8.02	     0.46	     3.69	     0.00	133246.01	    99.65	     0.00	     0.00	Fill	GPU-0	(int32 3x1)(1x1)->(128x29x128)
552	    41.00	     0.09	     3.69	     0.00	133249.70	    99.65	     0.00	     0.00	AddN	GPU-0	(128x50x128)(128x50x128)->(128x50x128)
553	     1.23	     3.00	     3.69	     0.00	133253.39	    99.66	     0.00	     0.00	Enter	GPU-0	(384x512)->(384x512)
554	    15.96	     0.23	     3.67	     0.00	133257.06	    99.66	     0.00	     0.00	GatherV2	GPU-0	(7709x128)(int32 29x128)(int32 1x1)->(29x128x128)
555	    10.19	     0.36	     3.67	     0.00	133260.73	    99.66	     0.00	     0.00	GatherV2	GPU-0	(7709x128)(int32 19x128)(int32 1x1)->(19x128x128)
556	    16.64	     0.22	     3.66	     0.00	133264.39	    99.66	     0.00	     0.00	GatherV2	GPU-0	(17191x128)(int32 29x128)(int32 1x1)->(29x128x128)
557	     3.60	     1.00	     3.60	     0.00	133267.99	    99.67	     0.00	     0.00	Identity	GPU-0	(128x17191)->(128x17191)
558	     3.59	     1.00	     3.59	     0.00	133271.58	    99.67	     0.00	     0.00	All	GPU-0	(boolean 1x1)(int32 1x1)->(boolean 1x1)
559	    32.64	     0.11	     3.59	     0.00	133275.17	    99.67	     0.00	     0.00	Sub	GPU-0	(128x9)(128x1)->(128x9)
560	     8.09	     0.44	     3.56	     0.00	133278.73	    99.68	     0.00	     0.00	L2Loss	GPU-0	(1152x128)->(1x1)
561	    88.50	     0.04	     3.54	     0.00	133282.27	    99.68	     0.00	     0.00	ScatterSub	GPU-0	(17191x128)(int32 4864x1)(4864x128)->(17191x128)
562	    39.33	     0.09	     3.54	     0.00	133285.81	    99.68	     0.00	     0.00	Mul	GPU-0	(6528x128)(1x1)(int32 1x1)->(6528x128)
563	    38.33	     0.09	     3.45	     0.00	133289.26	    99.68	     0.00	     0.00	Mul	GPU-0	(6400x128)(1x1)->(6400x128)
564	     3.41	     1.00	     3.41	     0.00	133292.67	    99.69	     1.00	     0.00	Minimum	GPU-0	(int32 1x1)(int32 1x1)->(int32 1x1)
565	     2.54	     1.34	     3.41	     0.00	133296.08	    99.69	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(14848 bytes)
566	     3.21	     1.06	     3.40	     0.00	133299.48	    99.69	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(9728 bytes)
567	     7.68	     0.44	     3.38	     0.00	133302.86	    99.69	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(1152 bytes)
568	     3.37	     1.00	     3.37	     0.00	133306.23	    99.70	     0.00	     0.00	VariableV2	GPU-0	(no input)->(17191x128)
569	     1.67	     2.00	     3.33	     0.00	133309.56	    99.70	     0.00	     0.00	_Retval	CPU-0	(1x1)->(no output info)
570	     3.39	     0.98	     3.32	     0.00	133312.88	    99.70	     0.00	     0.00	Shape	GPU-0	(128x39x128)->(int32 3x1)
571	     3.30	     1.00	     3.30	     0.00	133316.18	    99.70	 32768.00	     9.93	Mul	GPU-0	(256x128)(1x1)->(256x128)
572	     3.29	     1.00	     3.29	     0.00	133319.47	    99.71	     0.00	     0.00	ApplyGradientDescent	GPU-0	(128x128)(1x1)(int32 1x1)(128x128)->(128x128)
573	     1.08	     3.00	     3.23	     0.00	133322.70	    99.71	     0.00	     0.00	Enter	GPU-0	(256x128)->(256x128)
574	    40.38	     0.08	     3.23	     0.00	133325.93	    99.71	     0.00	     0.00	TensorArrayGatherV3	GPU-0	(tf_resource 1x1)(1x1)(int32 38x1)(1x1)->(38x128x128)
575	     0.81	     4.00	     3.22	     0.00	133329.15	    99.71	     0.00	     0.00	Exit	GPU-0	(512x1)->(512x1)
576	    11.32	     0.28	     3.17	     0.00	133332.32	    99.72	     0.00	     0.00	Fill	GPU-0	(int32 3x1)(1x1)->(128x39x128)
577	     7.04	     0.45	     3.17	     0.00	133335.49	    99.72	     0.00	     0.00	Size	GPU-0	(int32 29x128)->(int32 1x1)
578	     2.93	     1.06	     3.11	     0.00	133338.60	    99.72	     0.00	     0.00	Reshape	GPU-0	(int32 19x128)(int32 1x1)->(int32 2432x1)
579	     3.10	     1.00	     3.10	     0.00	133341.70	    99.72	     0.00	     0.00	VariableV2	GPU-0	(no input)->(384x512)
580	     1.01	     3.00	     3.04	     0.00	133344.74	    99.72	     0.00	     0.00	Identity	GPU-0	(256x512)->(256x512)
581	     4.27	     0.71	     3.03	     0.00	133347.77	    99.73	     0.00	     0.00	Cast	GPU-0	(boolean 128x19)->(128x19)
582	    27.27	     0.11	     3.00	     0.00	133350.77	    99.73	     0.00	     0.00	Sum	GPU-0	(128x9)(int32 2x1)(int32 1x1)->(1x1)
583	    21.29	     0.14	     2.98	     0.00	133353.75	    99.73	     0.00	     0.00	MatMul	GPU-0	(6272x128)(128x128)->(6272x128)
584	     8.25	     0.36	     2.97	     0.00	133356.72	    99.73	     0.00	     0.00	Transpose	GPU-0	(19x128x128)(int32 3x1)->(128x19x128)
585	     2.89	     1.00	     2.89	     0.00	133359.61	    99.74	     1.00	     0.00	RealDiv	GPU-0	(1x1)(1x1)->(1x1)
586	     4.30	     0.67	     2.88	     0.00	133362.49	    99.74	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(14848 bytes)
587	     4.33	     0.66	     2.86	     0.00	133365.35	    99.74	     0.00	     0.00	Shape	GPU-0	(29x128)->(int32 2x1)
588	     2.85	     1.00	     2.85	     0.00	133368.20	    99.74	     0.00	     0.00	VariableV2	GPU-0	(no input)->(128x128)
589	     8.06	     0.35	     2.82	     0.00	133371.02	    99.74	     0.00	     0.00	Equal	GPU-0	(int32 1x1)(int32 128x19)(int32 128x19)(int32 128x19)(int32 128x1)(int32 128x1)->(boolean 128x1)
590	     2.76	     1.00	     2.76	     0.00	133373.78	    99.75	     0.00	     0.00	Reshape	GPU-0	(1x1)(int32 2x1)->(1x1)
591	     6.23	     0.44	     2.74	     0.00	133376.52	    99.75	     0.00	     0.00	Shape	GPU-0	(39x128x128)->(int32 3x1)
592	     7.94	     0.34	     2.70	     0.00	133379.22	    99.75	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(25088 bytes)
593	     1.22	     2.16	     2.64	     0.00	133381.86	    99.75	     0.00	     0.00	Enter	GPU-0	(128x19x128)->(128x19x128)
594	     2.61	     1.00	     2.61	     0.00	133384.47	    99.75	     0.00	     0.00	VariableV2	GPU-0	(no input)->(256x128)
595	     2.60	     1.00	     2.60	     0.00	133387.07	    99.76	     0.00	     0.00	Merge	GPU-0	(1x1)(1|2|3x1)->(1x1)(int32 1x1)
596	    23.36	     0.11	     2.57	     0.00	133389.64	    99.76	     0.00	     0.00	Sum	GPU-0	(128x9)(int32 1x1)->(128x1)
597	    23.36	     0.11	     2.57	     0.00	133392.21	    99.76	     0.00	     0.00	ScatterSub	GPU-0	(7709x128)(int32 1152x1)(1152x128)->(7709x128)
598	    23.18	     0.11	     2.55	     0.00	133394.76	    99.76	     0.00	     0.00	ScatterSub	GPU-0	(17191x128)(int32 1152x1)(1152x128)->(17191x128)
599	    23.18	     0.11	     2.55	     0.00	133397.31	    99.76	     0.00	     0.00	Squeeze	GPU-0	(128x1x9)->(128x9)
600	     0.84	     3.00	     2.51	     0.00	133399.82	    99.77	     0.00	     0.00	Exit	GPU-0	(256x512)->(256x512)
601	     3.54	     0.70	     2.48	     0.00	133402.30	    99.77	     0.00	     0.00	Shape	GPU-0	(19x128x17191)->(int32 3x1)
602	     2.47	     1.00	     2.47	     0.00	133404.77	    99.77	     0.00	     0.00	Const	GPU-0	(no input)->(384x512)
603	     2.46	     1.00	     2.46	     0.00	133407.23	    99.77	     0.00	     0.00	VariableV2	GPU-0	(no input)->(128x17191)
604	    11.09	     0.22	     2.44	     0.00	133409.67	    99.77	     0.00	     0.00	Switch	GPU-0	(128x9x128)(int32 1x1)(boolean 1x1)->(128x9x128)
605	     2.44	     1.00	     2.44	     0.00	133412.11	    99.78	     0.00	     0.00	Const	GPU-0	(no input)->(256x128)
606	     3.68	     0.66	     2.43	     0.00	133414.54	    99.78	     0.00	     0.00	Transpose	GPU-0	(int32 128x29)(int32 128x29)(int32 128x29)(int32 128x1)(int32 128x1)(int32 2x1)->(int32 29x128)
607	     2.41	     1.00	     2.41	     0.00	133416.95	    99.78	     0.00	     0.00	VariableV2	GPU-0	(no input)->(7709x128)
608	    21.82	     0.11	     2.40	     0.00	133419.35	    99.78	     0.00	     0.00	Fill	GPU-0	(int32 2x1)(1x1)->(128x9)
609	     8.00	     0.30	     2.40	     0.00	133421.75	    99.78	     0.00	     0.00	Transpose	GPU-0	(int32 128x39)(int32 128x39)(int32 128x39)(int32 128x1)(int32 128x1)(int32 2x1)->(int32 39x128)
610	     1.65	     1.42	     2.35	     0.00	133424.10	    99.78	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(152 bytes)
611	     2.33	     1.00	     2.33	     0.00	133426.43	    99.79	     1.00	     0.00	Minimum	GPU-0	(1x1)(1x1)->(1x1)
612	     3.03	     0.77	     2.33	     0.00	133428.76	    99.79	     0.00	     0.00	Shape	GPU-0	(128x9x128)->(int32 3x1)
613	    21.09	     0.11	     2.32	     0.00	133431.08	    99.79	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(boolean 128x9)->(boolean 128x9)
614	    21.09	     0.11	     2.32	     0.00	133433.40	    99.79	     0.00	     0.00	MatMul	GPU-0	(1152x128)(1152x128)->(128x128)
615	     2.13	     1.06	     2.26	     0.00	133435.66	    99.79	     0.00	     0.00	Reshape	GPU-0	(19x128x128)(int32 2x1)->(2432x128)
616	     5.09	     0.44	     2.24	     0.00	133437.90	    99.79	     0.00	     0.00	Shape	GPU-0	(9x128x128)->(int32 3x1)
617	     6.34	     0.35	     2.22	     0.00	133440.12	    99.80	     0.00	     0.00	StridedSlice	GPU-0	(19x128x128)(int32 2x1)(int32 2x1)(int32 2x1)->(128x128)
618	     3.52	     0.63	     2.22	     0.00	133442.34	    99.80	     0.00	     0.00	Shape	GPU-0	(128x50x128)->(int32 3x1)
619	     2.18	     1.00	     2.18	     0.00	133444.52	    99.80	     0.00	     0.00	_Retval	CPU-0	(1x1)(int32 1x1)->(no output info)
620	     3.11	     0.70	     2.18	     0.00	133446.70	    99.80	     0.00	     0.00	ExpandDims	GPU-0	(int32 128x19)(int32 128x19)(int32 128x19)(int32 128x1)(int32 128x1)(int32 1x1)->(int32 128x1)
621	     3.18	     0.68	     2.16	     0.00	133448.86	    99.80	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(19968 bytes)
622	   107.00	     0.02	     2.14	     0.00	133451.00	    99.80	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 28x1)(28x128x128)(1x1)->(1x1)
623	    15.29	     0.14	     2.14	     0.00	133453.14	    99.81	     0.00	     0.00	GatherV2	GPU-0	(7709x128)(int32 39x128)(int32 1x1)->(39x128x128)
624	     5.89	     0.35	     2.06	     0.00	133455.20	    99.81	     0.00	     0.00	Shape	GPU-0	(int32 19x128)->(int32 2x1)
625	    22.89	     0.09	     2.06	     0.00	133457.26	    99.81	     0.00	     0.00	GatherV2	GPU-0	(17191x128)(int32 51x128)(int32 1x1)->(51x128x128)
626	     5.86	     0.35	     2.05	     0.00	133459.31	    99.81	     0.00	     0.00	Tile	GPU-0	(1x1)(int32 2x1)->(19x128)
627	    25.62	     0.08	     2.05	     0.00	133461.36	    99.81	     0.00	     0.00	L2Loss	GPU-0	(4864x128)->(1x1)
628	     4.53	     0.45	     2.04	     0.00	133463.40	    99.81	     0.00	     0.00	Cast	GPU-0	(boolean 128x29)->(128x29)
629	    22.56	     0.09	     2.03	     0.00	133465.43	    99.82	     0.00	     0.00	GatherV2	GPU-0	(7709x128)(int32 50x128)(int32 1x1)->(50x128x128)
630	    18.27	     0.11	     2.01	     0.00	133467.44	    99.82	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x1x9)
631	    18.18	     0.11	     2.00	     0.00	133469.44	    99.82	     0.00	     0.00	ZerosLike	GPU-0	(128x9)->(128x9)
632	     8.95	     0.22	     1.97	     0.00	133471.41	    99.82	     0.00	     0.00	Equal	GPU-0	(int32 1x1)(int32 128x29)(int32 128x29)(int32 128x29)(int32 128x1)(int32 128x1)->(boolean 128x1)
633	    19.40	     0.10	     1.94	     0.00	133473.35	    99.82	     0.00	     0.00	GatherV2	GPU-0	(17191x128)(int32 39x128)(int32 1x1)->(39x128x128)
634	     0.97	     2.00	     1.94	     0.00	133475.29	    99.82	     0.00	     0.00	Exit	GPU-0	(int32 1x1)->(int32 1x1)
635	    27.43	     0.07	     1.92	     0.00	133477.21	    99.82	     0.00	     0.00	MatMul	GPU-0	(6272x128)(6272x128)->(128x128)
636	     8.73	     0.22	     1.92	     0.00	133479.13	    99.83	     0.00	     0.00	Sum	GPU-0	(int32 128x9)(int32 128x9)(int32 128x9)(int32 128x1)(int32 128x1)(int32 1x1)->(int32 1x1)
637	     1.92	     1.00	     1.92	     0.00	133481.05	    99.83	     0.00	     0.00	ApplyGradientDescent	GPU-0	(1x1)(1x1)(int32 1x1)(1x1)->(1x1)
638	    17.27	     0.11	     1.90	     0.00	133482.95	    99.83	     0.00	     0.00	ExpandDims	GPU-0	(128x9)(int32 1x1)->(128x1x9)
639	     9.50	     0.20	     1.90	     0.00	133484.85	    99.83	     0.00	     0.00	Sum	GPU-0	(int32 128x39)(int32 128x39)(int32 128x39)(int32 128x1)(int32 128x1)(int32 1x1)->(int32 1x1)
640	    17.18	     0.11	     1.89	     0.00	133486.74	    99.83	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(boolean 128x9)
641	     1.86	     1.00	     1.86	     0.00	133488.60	    99.83	     0.00	     0.00	Enter	GPU-0	(boolean 128x1)->(boolean 128x1)
642	     1.85	     1.00	     1.85	     0.00	133490.45	    99.83	     0.00	     0.00	Identity	CPU-0	(int32 1x1)->(int32 1x1)
643	    16.64	     0.11	     1.83	     0.00	133492.28	    99.84	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x1x9)->(128x1x9)
644	     8.27	     0.22	     1.82	     0.00	133494.10	    99.84	     0.00	     0.00	NextIteration	GPU-0	(128x9x128)->(128x9x128)
645	     2.63	     0.67	     1.76	     0.00	133495.86	    99.84	     0.00	     0.00	Reshape	GPU-0	(int32 29x128)(int32 1x1)->(int32 3712x1)
646	     7.95	     0.22	     1.75	     0.00	133497.61	    99.84	     0.00	     0.00	Mul	GPU-0	(1152x128)(1x1)(int32 1x1)->(1152x128)
647	     3.57	     0.49	     1.75	     0.00	133499.36	    99.84	     0.00	     0.00	Shape	GPU-0	(128x49x128)->(int32 3x1)
648	    15.73	     0.11	     1.73	     0.00	133501.09	    99.84	     0.00	     0.00	Transpose	GPU-0	(128x9x128)(int32 3x1)->(9x128x128)
649	     1.73	     1.00	     1.73	     0.00	133502.82	    99.84	     1.00	     0.00	AddN	GPU-0	(1x1)(1x1)(int32 1x1)->(1x1)
650	     1.24	     1.38	     1.71	     0.00	133504.53	    99.84	     0.00	     0.00	Enter	GPU-0	(128x29x128)->(128x29x128)
651	    24.43	     0.07	     1.71	     0.00	133506.24	    99.85	     0.00	     0.00	Transpose	GPU-0	(128x49x128)(int32 3x1)->(49x128x128)
652	     2.36	     0.70	     1.65	     0.00	133507.89	    99.85	     0.00	     0.00	Mul	GPU-0	(19x128)(19x128)->(19x128)
653	     1.65	     1.00	     1.65	     0.00	133509.54	    99.85	     0.00	     0.00	Enter	GPU-0	(int32 128x1)->(int32 128x1)
654	   165.00	     0.01	     1.65	     0.00	133511.19	    99.85	     0.00	     0.00	Less	GPU-0	(int32 48x1)(int32 128x1)->(boolean 128x48)
655	     4.69	     0.35	     1.64	     0.00	133512.83	    99.85	     0.00	     0.00	Shape	GPU-0	(2432x17191)->(int32 2x1)
656	     1.60	     1.00	     1.60	     0.00	133514.43	    99.85	     0.00	     0.00	Switch	GPU-0	(tf_resource 1x1)(1x1)(boolean 1x1)->(tf_resource 1x1)
657	     3.57	     0.44	     1.57	     0.00	133516.00	    99.85	     0.00	     0.00	Shape	GPU-0	(29x128x17191)->(int32 3x1)
658	    17.44	     0.09	     1.57	     0.00	133517.57	    99.85	     0.00	     0.00	Transpose	GPU-0	(50x128x128)(int32 3x1)->(128x50x128)
659	    14.27	     0.11	     1.57	     0.00	133519.14	    99.86	     0.00	     0.00	Transpose	GPU-0	(9x128x128)(int32 3x1)->(128x9x128)
660	     8.67	     0.18	     1.56	     0.00	133520.70	    99.86	     0.00	     0.00	Fill	GPU-0	(int32 3x1)(1x1)->(128x50x128)
